"site_id","lat","lon","elev","state","common_name","species_id","func_type","id","phenophase","pheno_class_id","year","first_yes","prior_no"
55213,40.329937,-74.939156,27,"PA","wild bergamot",931,"Forb",335293,"Leaves (forbs)",3,2025,9,5
55213,40.329937,-74.939156,27,"PA","northern spicebush",915,"Deciduous broadleaf",335305,"Flowers or flower buds",6,2025,24,7
55462,40.328335,-74.943146,40,"PA","foxglove beardtongue",1209,"Forb",335363,"Initial growth (forbs)",1,2025,25,1
55462,40.328335,-74.943146,40,"PA","common winterberry ",897,"Deciduous broadleaf",335368,"Flowers or flower buds",6,2025,25,1
55462,40.328335,-74.943146,40,"PA","red maple",3,"Deciduous broadleaf",335369,"Flowers or flower buds",6,2025,25,1
55213,40.329937,-74.939156,27,"PA","skunk cabbage",1035,"Forb",335769,"Initial growth (forbs)",1,2025,17,2
55684,33.429703,-111.789177,385,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",336043,"Initial growth (forbs)",1,2025,3,7
55684,33.429703,-111.789177,385,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",336044,"Initial growth (forbs)",1,2025,3,7
55684,33.429703,-111.789177,385,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",336048,"Leaves (forbs)",3,2025,3,7
55684,33.429703,-111.789177,385,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",336049,"Initial growth (forbs)",1,2025,27,7
55684,33.429703,-111.789177,385,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",336052,"Initial growth (forbs)",1,2025,3,7
55684,33.429703,-111.789177,385,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",336052,"Leaves (forbs)",3,2025,20,7
55728,35.27816,-81.090729,226,"NC","flowering dogwood",12,"Deciduous broadleaf",336125,"Leaves",3,2025,30,13
55728,35.27816,-81.090729,226,"NC","water oak",2051,"Semi-evergreen broadleaf",336126,"Leaves",3,2025,30,13
55728,35.27816,-81.090729,226,"NC","blackgum",941,"Deciduous broadleaf",336136,"Leaves",3,2025,30,9
55728,35.27816,-81.090729,226,"NC","scarlet oak",2044,"Deciduous broadleaf",336138,"Leaves",3,2025,21,4
55728,35.27816,-81.090729,226,"NC","flowering dogwood",12,"Deciduous broadleaf",336140,"Flowers or flower buds",6,2025,30,13
55767,33.41291,-111.605148,483,"AZ","Arizona milkweed",1883,"Semi-evergreen forb",336282,"Initial growth (forbs)",1,2025,17,14
55767,33.41291,-111.605148,483,"AZ","Arizona milkweed",1883,"Semi-evergreen forb",336282,"Leaves (forbs)",3,2025,24,7
55767,33.41291,-111.605148,483,"AZ","Arizona milkweed",1883,"Semi-evergreen forb",336283,"Initial growth (forbs)",1,2025,17,14
55767,33.41291,-111.605148,483,"AZ","Arizona milkweed",1883,"Semi-evergreen forb",336283,"Leaves (forbs)",3,2025,24,7
55857,32.591904,-106.842705,1330,"NM","black grama",1440,"Graminoid",343755,"Leaves (grasses)",3,2025,15,7
55857,32.591904,-106.842705,1330,"NM","black grama",1440,"Graminoid",343756,"Leaves (grasses)",3,2025,15,7
55857,32.591904,-106.842705,1330,"NM","black grama",1440,"Graminoid",343768,"Leaves (grasses)",3,2025,15,7
46970,38.46249,-121.380066,11,"CA","garden tomato",1767,"Forb",346575,"Flowers or flower buds",6,2025,30,16
46970,38.46249,-121.380066,11,"CA","garden tomato",1767,"Forb",346575,"Open flowers",7,2025,30,16
56009,38.502399,-122.900803,20,"CA","black walnut",80,"Deciduous broadleaf",346956,"Breaking leaf buds",1,2025,22,18
56028,37.554722,-121.950104,20,"CA","lavender thrift",745,"Forb",347056,"Open flowers",7,2025,12,2
56006,37.568768,-122.026466,12,"CA","apple",1208,"Deciduous broadleaf",347071,"Open flowers",7,2025,23,7
56006,37.568768,-122.026466,12,"CA","olive",1360,"Evergreen broadleaf",347073,"Flowers or flower buds",6,2025,16,6
56006,37.568768,-122.026466,12,"CA","olive",1360,"Evergreen broadleaf",347073,"Open flowers",7,2025,16,6
56066,33.567436,-112.101906,373,"AZ","desert milkweed",1904,"Forb",347152,"Flowers or flower buds",6,2025,13,7
56069,33.553864,-111.882523,402,"AZ","desert milkweed",1904,"Forb",347222,"Initial growth (forbs)",1,2025,20,7
56069,33.553864,-111.882523,402,"AZ","desert milkweed",1904,"Forb",347222,"Leaves (forbs)",3,2025,20,7
56087,39.033443,-77.018204,109,"MD","eastern redbud",7,"Deciduous broadleaf",347346,"Flowers or flower buds",6,2025,30,7
56112,37.574715,-77.540855,54,"VA","willow oak",1366,"Deciduous broadleaf",347410,"Leaves",3,2025,15,1
56112,37.574715,-77.540855,54,"VA","willow oak",1366,"Deciduous broadleaf",347411,"Leaves",3,2025,15,1
56123,36.108765,-115.14518,620,"NV","blue paloverde",122,"Drought deciduous broadleaf",347470,"Leaves",3,2025,3,2
56087,39.033443,-77.018204,109,"MD","pawpaw",1201,"Deciduous broadleaf",347548,"Flowers or flower buds",6,2025,23,3
55462,40.328335,-74.943146,40,"PA","tall thimbleweed",2109,"Forb",347566,"Initial growth (forbs)",1,2025,25,1
55462,40.328335,-74.943146,40,"PA","tall thimbleweed",2109,"Forb",347566,"Flowers or flower buds",6,2025,25,1
11587,33.462444,-111.944618,391,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",347639,"Leaves (forbs)",3,2025,3,10
11587,33.462444,-111.944618,391,"AZ","rush-desert-milkweed",801,"Semi-evergreen forb",347640,"Leaves (forbs)",3,2025,3,10
